Global Rank,Company,Sales ($billion),Profits ($billion),Assets ($billion),Market Value ($billion),Country,Continent,Latitude,Longitude,Snippet,naics code,input tokens,output tokens
1419,China Merchants Holdings,1.4,0.5,10.0,8.6,Hong Kong,Asia,22.396428,114.109497,"About CMG>. CMG, founded in the Westernization Movement in 1872, is a pioneer in China's national industry and commerce. During past 140 years, CMG made a lot ...",4883,117,2
1420,Rock-Tenn,9.2,0.3,10.5,6.5,USA,North America,37.09024,-95.712891,WestRock works with brands and manufacturers by providing an unbeatable portfolio of paper and packaging products.,3222,93,2
1420,KLA-Tencor,3.1,0.7,5.1,8.7,USA,North America,37.09024,-95.712891,"KLA is a leader in process control using advanced inspection tools, metrology systems, and computational analytics. Keep Looking Ahead.",3345,102,2
1422,Suzuken,22.5,0.1,11.8,3.1,Japan,Asia,36.204824,138.252924,"Having established “Health Creation” as its business domain, Suzuken has extended its business beyond pharmaceutical distribution to include drug ...",4242,99,2
1423,Cerner,2.7,0.4,3.7,16.0,USA,North America,37.09024,-95.712891,Advancing how health happens by providing secure and reliable solutions that help deliver better healthcare insights and people-centric experiences.,5415,96,2
1424,First Pacific,6.0,0.3,13.9,5.3,Hong Kong,Asia,22.396428,114.109497,"(HKEx: 142, ADRs: FPAFY) is a Hong Kong-based investment management and holding company with operations located in Asia-Pacific.",5239,105,2
1425,Empire,17.4,0.4,15.0,16.9,Canada,North America,56.130366,-106.346771,"Enjoy a guided 90-minute tour that includes the building's lovingly restored Art Deco lobby on 5th Avenue, the Celebrity Walk, and exhibits that celebrate the ...",7121,107,2
1425,Semen Indonesia,2.1,0.5,2.8,11.2,Indonesia,Asia,-0.789275,113.921327,Error,3211,77,2
1425,Oriental Land,4.4,0.4,7.5,13.3,Japan,Asia,36.204824,138.252924,"Oriental Land Co., Ltd. runs Disney brand facilities under license from Disney Enterprises, Inc. ©Oriental Land Co., Ltd. All rights reserved.",7131,105,2
1429,Rural Electrification,2.1,0.6,21.7,4.1,India,Asia,20.593684,78.96288,"Rural Electrification Act ... The Rural Electrification Act of 1936 (REA), enacted on May 20, 1936, provided federal loans for the installation of electrical ...",2211,113,2
1429,Exxaro Resources,1.5,1.2,4.9,6.4,South Africa,Africa,-30.559482,22.937506,Exxaro has established itself as one of South Africa's largest and foremost black-empowered resources companies. We are among the top five coal producers in ...,2121,109,2
1431,BYD,7.4,0.0,11.0,8.3,China,Asia,35.86166,104.195397,"BYD has developed blade battery, electronic platform 3.0 and dual-mode hybrid technology for electric cars, giving full play to the advantages of ...",3361,105,2
1431,Impala Platinum Holdings,3.4,0.5,8.9,9.3,South Africa,Africa,-30.559482,22.937506,Implats is one of the world's foremost producers of platinum and associated platinum group metals (PGMs). Implats is structured around five main operations.,2122,105,2
1431,Advanced Semiconductor,6.6,0.4,8.3,6.3,Taiwan,Asia,23.69781,120.960515,"We use cookies to enable essential functionality on our website, and analyze website traffic. By clicking Accept you consent to our use of cookies. Read about ...",3344,105,2
1434,Alliance Data Systems,3.6,0.4,12.0,7.9,USA,North America,37.09024,-95.712891,"Mar 23, 2022 ... Bread Financial's parent company is now Bread Financial Holdings, Inc., formerly Alliance Data Systems Corporation (NYSE: ADS). The ...",5223,109,2
1435,Gold Fields,3.4,0.7,11.2,5.9,South Africa,Africa,-30.559482,22.937506,"Gold Fields has total attributable annual gold-equivalent production of 2.30Moz, and our shares are listed on the Johannesburg Stock Exchange and the New York ...",2122,107,2
1436,Angang Steel,12.3,-0.7,16.2,4.1,China,Asia,35.86166,104.195397,"Angang Steel ... Angang Steel Company Limited known as Angang Steel or Ansteel is a joint-stock limited company parented by Anshan Iron and Steel Group, which is ...",3312,112,2
1436,Denbury Resources,2.5,0.5,11.1,7.0,USA,North America,37.09024,-95.712891,"As a leader in CCUS, we recycle CO2 through our Enhanced Oil Recovery operations, and use it to produce carbon-negative Blue Oil.",2111,103,2
1438,First Financial Holdings,1.5,0.3,68.7,5.1,Taiwan,Asia,23.69781,120.960515,"First Financial Equipment Leasing always prioritizes customer service above ... © 2024 First Financial Holdings, LLC dba First Financial Equipment Leasing.",5324,102,2
1438,Pioneer Natural Resources,3.2,0.2,13.1,17.3,USA,North America,37.09024,-95.712891,Main navigation ... Pioneer Natural Resources is now part of ExxonMobil. Please visit ExxonMobil.com for more information and future updates. For more information ...,2111,106,2
1440,NYSE Euronext,3.7,0.3,12.6,9.2,USA,North America,37.09024,-95.712891,"The NYSE is capitalism at its best, the belief that the free and fair markets offer every individual the chance to benefit from success.",5231,103,2
1441,Celesio,28.6,-0.2,10.5,3.2,Germany,Europe,51.165691,10.451526,"Dec 2, 2014 ... The registration of the domination profit and loss transfer agreement marks a key milestone in the acquisition of Celesio, first announced on October 24, 2013.",4242,116,2
1442,KT&G,3.7,0.7,6.3,8.4,South Korea,Asia,35.907757,127.766922,"KT&G has gained a competitive advantage in the market through change and innovation, and is growing into a global giant company by leaping into the world ...",3122,105,2
1443,Shanxi Taigang Stainless,15.3,0.3,10.5,3.1,China,Asia,35.86166,104.195397,"Apr 11, 2024 ... Shanxi Taigang Stainless Steel Co Ltd (山西太钢不锈钢股份有限公司) is a blast furnace-basic oxygen furnace (BF-BOF) and electric arc furnace ...",3314,127,2
1444,Banco BPI,2.2,0.3,58.8,2.0,Portugal,Europe,39.399872,-8.224454,Menu. Close. Banco BPI Grupo CaixaBank. Access. Close. Open an Account. Login. Secret Code ResetSecurity Recommendations. Login BPI Net Corporate. Retail.,5221,110,2
1444,Hanwha Corp,10.2,0.3,14.9,2.1,South Korea,Asia,35.907757,127.766922,Hanwha Corporation ... Hanwha Corporation has been leading the way in domestic explosives and related industries and fortifying the foundation of Hanwha Group ...,2131,108,2
1446,Yang Quan Coal Industry,8.0,0.4,4.4,5.4,China,Asia,35.86166,104.195397,"Yang Quan Coal Industry (Group) Co., Ltd. engages in the production and distribution of anthracite coal. It operates through the following business ...",2121,107,2
1447,Hengan International Group,2.4,0.5,3.8,11.9,China,Asia,35.86166,104.195397,... -1808855(for Mobile Users). Copyright © 1985-2024 Hengan International Group Company Ltd. MinICP05010752: Powered by CE ULTIMATE. Contact us · Suggestions ...,3261,119,2
1448,Petro Rabigh,16.5,0.1,12.7,4.0,Saudi Arabia,Asia,23.885942,45.079162,Petro Rabigh's University Fresh Graduate Program (UFGP) is designed to prepare and develop recent university graduates with bachelor's degree or higher.,5413,104,2
1448,Olam International,13.5,0.3,10.9,3.1,Singapore,Asia,1.352083,103.819836,Explore the food ingredients and agricultural commodities Olam offers customers around the world through our global footprint and team of experts.,3114,98,2
1450,Petronas Gas,1.2,0.5,4.4,11.8,Malaysia,Asia,4.210484,101.975766,We are Malaysia's Leading Gas Infrastructure and Centralised Utilities Company. Come learn more about us and our efforts.,2212,98,2
1451,Direct Line Insurance,6.1,0.3,18.8,4.7,UK,Europe,55.378051,-3.435973,"Direct Line is one of the UK's leading insurers. Go online or call to buy insurance for motor, home, pet, travel, life, cycling, landlord, business and ...",5241,111,2
1452,Meico Crown Entertainment,4.1,0.4,7.9,11.5,Hong Kong,Asia,22.396428,114.109497,"Our beachfront resort offers rooms with stellar ocean views, all-inclusive dining options, an infinity pool and much more.",7211,98,2
1453,Bank Danamon Indonesia,2.5,0.4,16.1,5.9,Indonesia,Asia,-0.789275,113.921327,"Tabungan Bank Danamon terdiri dari Danamon LEBIH, FlexiMAX, Primadolar, SuperCombo, Tabungan Cita2ku, Tabunganku, Tabungan Danaku, Tabungan BISA iB.",5221,123,2
1454,Life Technologies,3.8,0.4,8.6,10.8,USA,North America,37.09024,-95.712891,"Thermo Fisher Scientific enables our customers to make the world healthier, cleaner and safer. Delivering technology, pharmaceutical and biotechnology ...",3254,100,2
1455,Shanghai Pharmaceuticals,10.8,0.3,8.1,5.6,China,Asia,35.86166,104.195397,上海医药旗下上药国风作为“青岛优品”企业代表，随青岛市副市长赵胜村率领的青岛援藏组，参与“青岛优品”品牌西藏行活动。,3254,124,2
1455,Arca Continental,4.4,0.4,4.9,12.0,Mexico,North America,23.634501,-102.552784,Arca Continental is the second largest Coca-Cola bottler in Latin America and one of the most important in teh world.,3121,99,2
1455,Avon Products,10.7,0.0,7.4,8.7,USA,North America,37.09024,-95.712891,"Shop Avon's top-rated beauty products online. Explore Avon's site full of your favorite products, including cosmetics, skin care, jewelry and fragrances.",4461,104,2
1455,Wyndham Worldwide,4.5,0.4,9.5,8.6,USA,North America,37.09024,-95.712891,"Book Faster with the Wyndham Hotels & Resorts App. With our award-winning app, you can book stays faster at more than 8,900 hotels worldwide, enjoy convenient ...",7211,110,2
1459,SNC-Lavalin Group,7.9,0.3,9.7,6.4,Canada,North America,56.130366,-106.346771,"We are a world-class engineering services and nuclear organization. We connect people, data and technology to transform the world's infrastructure and ...",5413,104,2
1460,GPT Group,0.7,0.6,9.7,6.0,Australia,Oceania,-25.274398,133.775136,"GPT is an owner, manager and developer of retail assets, with a portfolio of 10 high quality shopping centres across Australia. View Portfolio.",5311,102,2
1461,Tasnee,4.8,0.5,12.2,5.3,Saudi Arabia,Asia,23.885942,45.079162,A market leader in petrochemicals with a wide range of polyolefins and chemicals to meet customers' needs.,3252,98,2
1462,TPK Holding,5.9,0.5,3.4,6.7,Taiwan,Asia,23.69781,120.960515,"The TPK uphold the spirit of innovation and R & D continues sophisticated ... Copyright © 2012 TPK Holding Co., Ltd. 闽ICP备09004579号-1 · Sitemap · Privacy ...",3341,117,2
1463,Hysan Development,0.3,1.3,8.8,5.2,Hong Kong,Asia,22.396428,114.109497,"The Business of Work, Lifestyle and Living · Our balanced dual-engine portfolio with synergies generated by the two main segments, Office and Retail, provides a ...",5311,107,2
1464,Capita,5.4,0.4,6.3,8.7,UK,Europe,55.378051,-3.435973,"CAPiTA Snowboards are hand crafted in Austria with self-generated clean energy at The MotherShip™. Shop CAPiTA mens, womens, and kids snowboards & apparel + ...",3399,112,2
1465,Grupo Elektra,5.3,-1.5,12.8,9.5,Mexico,North America,23.634501,-102.552784,"Grupo Elektra, es la compañía de servicios financieros y de comercio especializado líder en Latinoamérica y es el mayor proveedor de préstamos no bancarios ...",5223,107,2
1466,Allahabad Bank,3.3,0.4,36.0,1.3,India,Asia,20.593684,78.96288,Menu. Home; About us. Bank's Profile · e-Allahabad Bank Journey · Vision and Mission; Management. MD & CEO's Profile · ED's Profile · Board of Directors ...,5221,114,2
1466,Ashland,8.1,0.1,12.4,6.4,USA,North America,37.09024,-95.712891,Ashland Global Holdings Inc. (NYSE: ASH) is a premier specialty materials company with a conscious and proactive mindset for sustainability.,3252,101,2
1468,WorleyParsons,7.6,0.4,4.4,6.6,Australia,Oceania,-25.274398,133.775136,"We're a professional services company of energy, chemicals and resources experts helping customers shift their operations towards a more sustainable future.",5413,100,2
1469,Mexichem,4.9,0.4,7.6,10.8,Mexico,North America,23.634501,-102.552784,Discover how Orbia is addressing the challenges that define how people live today and preparing them to thrive in the future.,3252,98,2
1470,American Water Works,2.9,0.4,14.7,7.1,USA,North America,37.09024,-95.712891,"Who Owns the American Water Company? - With a history dating back to 1886, American Water (NYSE: AWK) is the largest and most geographically diverse U.S. ...",2211,114,2
1471,Samsung Electro-Mechanic,7.0,0.4,6.5,6.4,South Korea,Asia,35.907757,127.766922,"Samsung Electro-Mechanics presents an all-season, weather proof automotive camera module equipped with market-leading water-repellent coating technology and ...",3341,105,2
1472,Yamaha Motor,13.9,0.1,11.1,4.9,Japan,Asia,36.204824,138.252924,"Your gateway to the industry leading powersports company. From Yamaha motorcycles and off-road vehicles to boats, outboard motors and much more, ...",3361,104,2
1472,Petsmart,6.8,0.4,2.5,6.7,USA,North America,37.09024,-95.712891,"PetSmart pet stores offer quality pet products, pet food, and accessories. Find pet service locations for pet grooming, dog training, and boarding.",4539,103,2
1472,Brown-Forman,2.4,0.4,3.5,14.7,USA,North America,37.09024,-95.712891,"We enrich the lives of those around us by living our values and creating value - aspiring to deliver long-term, sustainable returns to our shareholders.",3121,104,2
1475,Electric Power Development,7.9,0.2,23.9,3.8,Japan,Asia,36.204824,138.252924,"For more than 60 years, J-POWER's consulting services have contributed to the development of electric power and power transformation and transmission facilities ...",2211,104,2
1475,Nomos Bank,2.7,0.4,29.4,2.6,Russia,Europe,61.52401,105.318756,"Oct 25, 2013 ... The August 2013 downgrade of NOMOS-BANK's Long-Term IDRs from 'BB' to 'BB−' reflected the increase in and weaker quality of the bank's ...",5221,121,2
1477,NHN,2.1,0.5,2.8,10.4,South Korea,Asia,35.907757,127.766922,"About Us. Founded in 2018, NHN Global owns and manages different platform businesses in e-commerce and entertainment and is the parent company of LA Showroom ...",4541,108,2
1477,SinoPac Financial,1.3,0.3,46.7,3.5,Taiwan,Asia,23.69781,120.960515,Audit Committee · Remuneration Committee · Ethical Corporate Management Commitee · Sustainable Development Committee · About Us · Sustainability · Major Announcements ...,5239,105,2
1479,Daelim Industrial,9.6,0.4,10.2,2.8,South Korea,Asia,35.907757,127.766922,"Business Area Daelim Co., Ltd is realizing continued growth and differentiated customer value. ... sells polyimide products which are high-functional plastic ...",3252,104,2
1480,Fortis (Canada),3.8,0.4,15.0,6.9,Canada,North America,56.130366,-106.346771,Ten utility operations: One strong company · FortisBC Energy · FortisAlberta · FortisBC Electric · Eastern Canadian · Caribbean ...,2211,105,2
1480,Hoya,4.4,0.5,6.7,8.2,Japan,Asia,36.204824,138.252924,"HOYA Vision Care is a world leader in eye care technology, committed to offering innovative solutions for people's vision needs at every stage of life.",3391,102,2
1480,Tauron Group,7.6,0.5,10.1,2.5,Poland,Europe,51.919438,19.145136,"Mar 21, 2024 ... TAURON Group: PLN 25.6 billion in revenue and PLN 4.2 billion of EBITDA... Sales revenue: up by 23 percent to PLN 25.6 billion EBITDA of PLN 4.2 ...",2211,131,2
1483,Avago Technologies,2.4,0.6,2.9,8.8,Singapore,Asia,1.352083,103.819836,"Broadcom Inc. is a global technology leader that designs, develops and supplies a broad range of semiconductor, enterprise software and security solutions.",3344,102,2
1484,Protective Life,3.6,0.3,57.4,2.7,USA,North America,37.09024,-95.712891,Our products ... Life insurance from Protective can help provide a sense of security and freedom for your loved ones when they may need it most. Whether you're ...,5241,106,2
1485,China National Chemical,6.9,0.4,7.2,6.7,China,Asia,35.86166,104.195397,"China National Chemical Corporation, commonly known as ChemChina, is a Chinese state-owned chemical company in the product segments of agrochemicals, ...",3253,104,2
1486,Huntsman,11.2,0.3,8.9,4.6,USA,North America,37.09024,-95.712891,Huntsman Corporation is a publicly traded global chemical manufacturer of differentiated and specialty chemicals serving a diverse range of consumer and ...,3252,99,2
1487,Crown Ltd,2.8,0.5,5.9,9.4,Australia,Oceania,-25.274398,133.775136,"Contact us to build your beautiful new custom home in the Omaha and surrounding area. Visit our 2 story model 3503 S 215th St, Elkhorn, ...",2361,112,2
1487,Mondi,7.7,0.3,8.7,6.4,UK,Europe,55.378051,-3.435973,Mondi is a leader in sustainable packaging and paper providing a breadth of expertise and track record of innovation that means we can help customers to ...,3222,103,2
1489,Bunzl,8.7,0.3,4.8,6.5,UK,Europe,55.378051,-3.435973,"Bunzl is the largest value-added distributor in the world in its market sectors with operations across the Americas, Europe, Asia Pacific and UK & Ireland.",4244,105,2
1489,Concho Resources,1.8,0.4,8.6,10.1,USA,North America,37.09024,-95.712891,"Oct 19, 2020 ... Download .PDF ConocoPhillips and Concho Resources Combination Built Upon Shared Vision to Deliver Superior Returns Through Price Cycles ...",2111,109,2
1491,SK Networks,24.8,0.0,10.0,1.7,South Korea,Asia,35.907757,127.766922,"We network customer value into new experience, social problems with creative solutions, digital technology for business innovation.",5416,94,2
1492,Newell Rubbermaid,5.9,0.4,6.2,7.3,USA,North America,37.09024,-95.712891,Newell is a company that you can grow with and gain experience in numerous types of positions until you find one that works best for you. I also love that ...,3399,110,2
1493,Reliance Steel,8.4,0.4,5.9,5.3,USA,North America,37.09024,-95.712891,Reliance Steel & Aluminum Co. is a leading diversified metal solutions provider.,3314,90,2
1494,Kingdom Holding,0.8,0.2,11.2,19.0,Saudi Arabia,Asia,23.885942,45.079162,The Kingdom Holding Company is a Saudi conglomerate holding company based in Riyadh. The Kingdom Holding Company is a publicly listed company on the Tadawul.,5510,106,2
1495,Hutchinson Port Holdings,1.6,0.3,17.4,7.3,Singapore,Asia,1.352083,103.819836,"Hutchison Port Holdings Trust (""HPH Trust"") is the world's first publicly traded container port business trust. Listed on the Singapore Exchange (""SGX"") in ...",4883,110,2
1496,Petronas Dagangan,9.6,0.3,3.2,7.4,Malaysia,Asia,4.210484,101.975766,"As Malaysia's leading retailer and marketer of downstream petroleum products, we are fuelled with dynamism and positivity as we continue to offer winning ...",3241,106,2
1497,Jindal Steel & Power,3.6,0.8,8.8,6.2,India,Asia,20.593684,78.96288,"Jindal Steel & Power (JSP) is an Indian industrial powerhouse with a dominant presence in the steel, mining, and infrastructure sectors.",3311,107,2
1498,G4S,11.9,0.1,9.1,6.4,UK,Europe,55.378051,-3.435973,"G4S is the world's leading integrated security company, providing security solutions to governments, businesses, and individuals in over 90 countries.",5616,102,2
1499,Perrigo,3.3,0.4,4.3,10.9,USA,North America,37.09024,-95.712891,"Since 1887, Perrigo has been providing its customers and consumers with high-quality products that support personal health and wellness by delivering effective ...",3254,104,2
1500,Unicharm,5.2,0.3,5.2,10.6,Japan,Asia,36.204824,138.252924,"Medium- to long-term ESG goals. Unicharm's sustainability information, environmental, human rights and other initiatives.",3251,98,2
1500,Nvidia,4.3,0.6,6.4,7.8,USA,North America,37.09024,-95.712891,NVIDIA Combines Digital Twins With Real-Time AI for Industrial Automation. Train AI agents to optimize synchronization between robots and humans within their ...,5415,101,2
1500,Xilinx,2.2,0.5,4.6,10.1,USA,North America,37.09024,-95.712891,"AMD delivers leadership high-performance and adaptive computing solutions to advance data center AI, AI PCs, intelligent edge devices, gaming, & beyond.",3344,101,2
1503,Chang Hwa Bank,1.2,0.3,52.3,4.3,Taiwan,Asia,23.69781,120.960515,銀行公告 ... 親愛的客戶您好， 近期有不法分子使用偽冒之行員識別證冒稱本行行員進行誆騙，請客戶務必留意，若有相關疑問請致電本行客服專線(412-2222/0800-365-889)或往來分行 ...,5221,161,2
1504,Accor,7.3,-0.8,10.0,8.4,France,Europe,46.227638,2.213749,"Discover the ultimate hotel experience with ALL - Accor Live Limitless. Explore our global portfolio of exceptional hotels and resorts, enjoy exclusive ...",7211,102,2
1505,Alpha Bank,4.6,-1.4,76.9,0.5,Greece,Europe,39.074208,21.824312,Η Alpha Bank ιδρύθηκε to 1879 και είναι ένας από τους μεγαλύτερους Ομίλους του χρηματοοικονομικού τομέα στην Ελλάδα.,5221,107,2
1506,New Hope Liuhe,11.4,0.4,3.5,3.6,China,Asia,35.86166,104.195397,"New Hope In Global. From fodder production to livestock and poultry breeding, from food processing to terminal catering, everything that is done is for a better ...",1121,108,2
1506,Taiwan Cooperative Financial,1.9,0.2,91.0,4.5,Taiwan,Asia,23.69781,120.960515,"Taiwan Cooperative Financial Holding Co., Ltd. (TCFHC) was established on 1st Dec. 2011. ... TCFHC is a financial group with a broad range of financial products ...",5221,118,2
1508,Samsung Card,3.3,0.7,15.3,4.1,South Korea,Asia,35.907757,127.766922,"With the rewards of a credit card and convenience of a debit card, Samsung Money helps build your money's worth. Keep track of your financial accounts with ...",5223,106,2
1509,X5 Retail Group,15.8,-0.1,9.6,5.0,Russia,Europe,61.52401,105.318756,Press Centre · Other news · X5 Group combines advertising and analytical services for partners under X5 Media brand · Share distribution · PJSC X5 Corporate ...,5418,108,2
1510,Ametek,3.3,0.5,5.2,10.4,USA,North America,37.09024,-95.712891,"As a leading global provider of differentiated electronic instruments and electromechanical devices, we are proud to solve some of the world's most complex ...",3344,103,2
1510,CBRE Group,6.5,0.3,7.8,8.2,USA,North America,37.09024,-95.712891,"We are the global leader in commercial real estate services and investments. With services, insights and data that span every dimension of the industry.",5313,102,2
1512,Smurfit Kappa Group,9.7,0.3,10.9,3.7,Ireland,Europe,53.41291,-8.24389,"Smurfit Kappa is a FTSE 100 company and one of the leading providers of paper-based packaging in the world, with operations in over 30 countries.",3211,112,2
1513,BBMG,5.1,0.5,13.3,4.4,China,Asia,35.86166,104.195397,Sustainability and social impact consulting and branding in NYC and beyond. We work with leaders who won't wait on things that can't.,5416,98,2
1514,Bank Audi,2.0,0.4,31.3,2.4,Lebanon,Asia,33.854721,35.862285,Bank Audi S.A.L. is Lebanon's largest bank in terms of both customer deposits and total assets. Bank Audi currently operates 84 branches in Lebanon and a ...,5221,108,2
1515,Flowserve,4.8,0.4,4.8,8.1,USA,North America,37.09024,-95.712891,"Flowserve moves, controls and protects the flow of materials in the world's most critical industries. Contact a representative today to learn more.",3339,100,2
1516,Orkla,5.4,0.3,10.4,8.4,Norway,Europe,60.472024,8.468946,"Orkla ASA is a leading industrial investment company. Its scope of activity is brands and consumer-oriented companies. At present, Orkla has 11 portfolio ...",3113,106,2
1517,Embraer,6.2,0.3,9.5,6.3,Brazil,South America,-14.235004,-51.92528,Embraer celebrates 55 years with focus on growth and confidence in the future · Embraer celebrates 55 years with focus on growth and confidence in the future.,3364,109,2
1517,EasyJet,6.2,0.4,6.9,6.4,UK,Europe,55.378051,-3.435973,"We've got you covered. We can connect you further across the globe with quick, easy transfers through our European hubs.",4811,97,2
1519,Huatai Securities,1.3,0.3,13.6,9.5,China,Asia,35.86166,104.195397,We provide experienced investment banking and institutional securities services backed by our parent company's vast resource network in China.,5231,95,2
1520,BR Malls,0.6,0.9,8.7,5.8,Brazil,South America,-14.235004,-51.92528,"BRMalls, styled as brMalls, is a Brazilian company that operates in the business of shopping center management, with participation in 31 shoppings in all ...",5311,110,2
1521,Hexagon,3.2,0.5,7.0,9.8,Sweden,Europe,60.128161,18.643501,"Hexagon technology captures data about physical reality, makes it digitally immersive, and helps you put it to work in multiple industries.",5415,99,2
1522,Lundbergs,3.3,0.5,13.9,5.2,Sweden,Europe,60.128161,18.643501,"Elizabeth A. ""Liz"" (Pagel) Foss, age 81, a longtime Kenyon resident, died peacefully on Saturday morning, August 31, 2024 at Cannon Rivers ...",6211,115,2
1523,Compal Electronics,23.1,0.2,9.8,3.0,Taiwan,Asia,23.69781,120.960515,"Excellence in Manufacturing · Skilled Engineering · Cutting Edge Concept Development · Experienced Design Creation. We don't just create prototypes, we design ...",3341,101,2
1524,Neste Oil,23.7,0.2,9.7,3.8,Finland,Europe,61.92411,25.748151,"Neste offers refined high-quality, low-sulphur bunker fuels which guarantee uncompromising stability. Making waves. In the marine transport sector, even ...",3241,106,2
1526,Travis Perkins,7.9,0.4,7.1,5.0,UK,Europe,55.378051,-3.435973,"Buy building supplies from UK's largest builders' merchant, Travis Perkins. Track your branch delivery or click & collect. Open an account for trade prices.",4923,104,2
1527,Masraf Al Rayan,0.7,0.4,16.9,5.1,Qatar,Asia,25.354826,51.183884,"Welcome to Masraf Al Rayan, your leading Shari'a-compliant banking partner. Our products at a glance: Accounts, Current Saving & Investment, Al Thahabi Term ...",5221,115,2
1528,Xiamen C&D,12.8,0.4,8.2,2.3,China,Asia,35.86166,104.195397,"Xiamen C&D Inc. (stock code: 600153.SH), a core member of Xiamen C&D Corp., Ltd., a Fortune Global 500, is a modern service-oriented enterprise that ...",5611,121,2
1529,China International Marine,8.6,0.3,10.3,4.9,China,Asia,35.86166,104.195397,"CIMC Enric Win Bid for the Largest Green Hydrogen-Ammonia-Methanol Integration Project in China ... © 2023 China International Marine Containers (Group) Co., Ltd.",3251,112,2
1530,Public Power,7.7,0.0,21.2,2.0,Greece,Europe,39.074208,21.824312,"The American Public Power Association is the voice of not-for-profit, community-owned utilities that power 2000 towns and cities nationwide.",2211,100,2
1531,Aker Solutions,8.1,0.4,7.1,5.1,Norway,Europe,60.472024,8.468946,"Aker Solutions delivers integrated solutions, products and services to the global energy industry. We enable low-carbon oil and gas production and develop ...",2131,103,2
1532,Crescent Point Energy,2.0,0.2,12.2,14.4,Canada,North America,56.130366,-106.346771,"We've transformed our organization through a revised business strategy, revamped portfolio of top-tier assets and a renewed commitment to our purpose statement.",2111,102,2
1533,BS Financial Group,2.1,0.3,38.6,2.8,South Korea,Asia,35.907757,127.766922,"This degree program supplies groundwork in financial education and business administration, with an emphasis on banking. Subjects covered range from money, ...",5221,101,2
1534,China Merchants Securities,1.1,0.3,10.9,9.7,China,Asia,35.86166,104.195397,"We are one of the few all-rounded securities firms providing comprehensive professional corporate financing and capital markets services for Hong Kong, the PRC ...",5231,104,2
1534,Sino Land,1.1,0.6,14.7,3.9,Hong Kong,Asia,22.396428,114.109497,"Sino Group is a leading property developer in Hong Kong. We develop residential properties, offices, industrial and retail properties for sale and ...",2361,102,2
1534,HCL Technologies,3.8,0.4,3.2,10.2,India,Asia,20.593684,78.96288,"HCLTech - Global technology company, home to 219000 people across 60 countries, supercharging progress for the world's top enterprises by bringing together ...",5415,107,2
1537,Citrix Systems,2.6,0.4,4.8,8.1,USA,North America,37.09024,-95.712891,"Discover the new Citrix platform, revolutionizing application delivery with enhanced security, Zero Trust frameworks, and unmatched performance.",5112,98,2
1538,FinanciÃ¨re de l'Odet,11.0,0.3,11.1,3.2,France,Europe,46.227638,2.213749,"Compagnie De l'odet SE (ODET:PAR) company profile with history, revenue ... Financi re Tiepolo SASas of 29 Dec 2023, 2.40k, 0.04%. HC Capital Advisors GmbH ...",5511,136,2
1539,PostNL,5.7,0.9,6.1,1.0,The Netherlands,Europe,52.132633,5.291266,"PostNL delivers a world of opportunities. See what our domestic and international mail, parcel and logistic solutions can do for your business.",4911,100,2
1540,InterContinental Hotels,1.9,0.6,3.1,8.1,UK,Europe,55.378051,-3.435973,"Desirable Addresses With All The Comforts Of Home. An international beacon of hospitality for the worldly, InterContinental Residences are for those who believe ...",7211,108,2
1541,Avis Budget Group,7.4,0.3,15.2,3.0,USA,North America,37.09024,-95.712891,"Who We Are. We are a provider of global transportation solutions through three of the most recognized brands in the industry: Avis, Budget, and Zipcar.",5321,106,2
1542,Natura Cosmeticos,3.1,0.4,2.5,10.5,Brazil,South America,-14.235004,-51.92528,"We combine sustainably sourced ingredients from the Amazon and advanced science to offer 100% vegan and cruelty-free bath & body, hair and skincare products ...",3254,107,2
1543,CGI Group,6.3,0.0,10.8,8.0,Canada,North America,56.130366,-106.346771,"Founded in 1976, CGI is among the largest IT and business consulting services firms in the world. We are insights-driven and outcomes-based to help accelerate ...",5415,108,2
1544,Hunan Valin Steel,11.7,0.0,13.6,1.0,China,Asia,35.86166,104.195397,"It is primarily engaged in the smelting, manufacture and sale of iron and steel products, as well as nonferrous metal products.",3312,104,2
1545,Sigma-Aldrich,2.6,0.5,3.8,9.5,USA,North America,37.09024,-95.712891,"We impact life and health with science by offering one of the broadest portfolios of best-in-class products and services for scientists, ...",3254,103,2
1546,Saudi Arabian Mining,1.5,0.3,14.7,8.1,Saudi Arabia,Asia,23.885942,45.079162,"Ma'aden pioneered the mining industry in Saudi Arabia, building a world ... Ma'aden is becoming a key player in the long-term diversification of Saudi Arabia ...",2122,108,2
1547,NSK,8.9,0.3,10.2,4.2,Japan,Asia,36.204824,138.252924,"Global leader in Motion & Control. NSK keeps the world moving with bearings, ball screws, linear guides, auto parts, and precision machinery solutions.",3363,103,2
1548,CR Bard,3.0,0.5,4.2,8.3,USA,North America,37.09024,-95.712891,"At BD, we seek to usher in a new era of healthcare by bringing medical products, capabilities and solutions to every corner of the world.",3391,102,2
1549,Experditors International,6.0,0.3,3.0,7.9,USA,North America,37.09024,-95.712891,"Expeditors is a global logistics company headquartered in Bellevue, Washington. The company employs trained professionals seamless worldwide network through ...",4885,101,2
1550,Union National Bank,1.2,0.4,23.7,2.7,United Arab Emirates,Asia,23.424076,53.847818,"Business Banking made powerfully Simple. Since 1904, UNB has specialized in servicing privately-held businesses. That hasn't changed. It just gets better.",5221,106,2
